config_id,company_id,archetype,strategy,priority_strategy,VSM_PCE,VSM_NVAT_R,VSM_OEE,VSM_WIP_I,VSM_DR,VSM_EI,VSM_GHGI,VSM_WI,VSM_IDR,VSM_SHR,VSM_VAT_min,VSM_NVAT_min,VSM_PLT_min,severity_ENERGY,severity_MAINT,severity_CIRCULAR,severity_DIGITAL,severity_SOCIAL
RO-A2-C00-CIRCULAR-L050,RO-A2-C00,RO-A2,CIRCULAR,INTEGRATED,27.404502322633725,72.59549767736628,72.50000000000001,0.54475,2.0323658250000003,0.1692,0.024578266949999997,0.011464603388441002,37.650000000000006,21.104999999999997,8.155,21.60288395640625,29.757883956406246,0.0,0.9465666150525839,0.16890024203150011,0.34464285714285725,0.0
RO-A2-C00-DIGITAL-L050,RO-A2-C00,RO-A2,DIGITAL,INTEGRATED,27.404502322633725,72.59549767736628,72.50000000000001,0.54475,2.0323658250000003,0.1692,0.024578266949999997,0.011464603388441002,37.650000000000006,21.104999999999997,8.155,21.60288395640625,29.757883956406246,0.0,0.9465666150525839,0.16890024203150011,0.34464285714285725,0.0
RO-A2-C00-SOCIAL-L050,RO-A2-C00,RO-A2,SOCIAL,INTEGRATED,27.404502322633725,72.59549767736628,72.50000000000001,0.54475,2.0323658250000003,0.1692,0.024578266949999997,0.011464603388441002,37.650000000000006,21.104999999999997,8.155,21.60288395640625,29.757883956406246,0.0,0.9465666150525839,0.16890024203150011,0.34464285714285725,0.0
RO-A2-C00-INTEGRATED-L050,RO-A2-C00,RO-A2,INTEGRATED,INTEGRATED,27.404502322633725,72.59549767736628,72.50000000000001,0.54475,2.0323658250000003,0.1692,0.024578266949999997,0.011464603388441002,37.650000000000006,21.104999999999997,8.155,21.60288395640625,29.757883956406246,0.0,0.9465666150525839,0.16890024203150011,0.34464285714285725,0.0
RO-A3-C00-BASE-L000,RO-A3-C00,RO-A3,BASE,INTEGRATED,27.202283772786004,72.79771622721401,72.50000000000001,0.5551499999999999,2.3314687199999997,10.34,1.6045935124999997,0.45273441685912,38.43,33.68,8.427999999999999,22.554692741524995,30.982692741524993,0.0,0.9510603606047555,0.1731534851983999,0.37250000000000005,0.34719999999999995
RO-A3-C00-ENERGY-L050,RO-A3-C00,RO-A3,ENERGY,INTEGRATED,27.202283772786004,72.79771622721401,72.50000000000001,0.5551499999999999,2.3314687199999997,10.34,1.6045935124999997,0.45273441685912,38.43,33.68,8.427999999999999,22.554692741524995,30.982692741524993,0.0,0.9510603606047555,0.1731534851983999,0.37250000000000005,0.34719999999999995
RO-A3-C00-MAINT-L050,RO-A3-C00,RO-A3,MAINT,INTEGRATED,27.202283772786004,72.79771622721401,72.50000000000001,0.5551499999999999,2.3314687199999997,10.34,1.6045935124999997,0.45273441685912,38.43,33.68,8.427999999999999,22.554692741524995,30.982692741524993,0.0,0.9510603606047555,0.1731534851983999,0.37250000000000005,0.34719999999999995
RO-A3-C00-CIRCULAR-L050,RO-A3-C00,RO-A3,CIRCULAR,INTEGRATED,27.202283772786004,72.79771622721401,72.50000000000001,0.5551499999999999,2.3314687199999997,10.34,1.6045935124999997,0.45273441685912,38.43,33.68,8.427999999999999,22.554692741524995,30.982692741524993,0.0,0.9510603606047555,0.1731534851983999,0.37250000000000005,0.34719999999999995
RO-A3-C00-DIGITAL-L050,RO-A3-C00,RO-A3,DIGITAL,INTEGRATED,27.202283772786004,72.79771622721401,72.50000000000001,0.5551499999999999,2.3314687199999997,10.34,1.6045935124999997,0.45273441685912,38.43,33.68,8.427999999999999,22.554692741524995,30.982692741524993,0.0,0.9510603606047555,0.1731534851983999,0.37250000000000005,0.34719999999999995
RO-A3-C00-SOCIAL-L050,RO-A3-C00,RO-A3,SOCIAL,INTEGRATED,27.202283772786004,72.79771622721401,72.50000000000001,0.5551499999999999,2.3314687199999997,10.34,1.6045935124999997,0.45273441685912,38.43,33.68,8.427999999999999,22.554692741524995,30.982692741524993,0.0,0.9510603606047555,0.1731534851983999,0.37250000000000005,0.34719999999999995
RO-A3-C00-INTEGRATED-L050,RO-A3-C00,RO-A3,INTEGRATED,INTEGRATED,27.202283772786004,72.79771622721401,72.50000000000001,0.5551499999999999,2.3314687199999997,10.34,1.6045935124999997,0.45273441685912,38.43,33.68,8.427999999999999,22.554692741524995,30.982692741524993,0.0,0.9510603606047555,0.1731534851983999,0.37250000000000005,0.34719999999999995
RO-A4-C00-BASE-L000,RO-A4-C00,RO-A4,BASE,INTEGRATED,26.987821166665206,73.0121788333348,72.50000000000001,0.5663499999999999,2.65357953,22.56,3.4449740399999995,0.9932806810999201,39.27,31.79375,8.722,23.596281443087495,32.31828144308749,0.0,0.9558261962963287,0.17773390091660002,0.4025000000000001,0.27174999999999994
RO-A4-C00-ENERGY-L050,RO-A4-C00,RO-A4,ENERGY,INTEGRATED,26.987821166665206,73.0121788333348,72.50000000000001,0.5663499999999999,2.65357953,22.56,3.4449740399999995,0.9932806810999201,39.27,31.79375,8.722,23.596281443087495,32.31828144308749,0.0,0.9558261962963287,0.17773390091660002,0.4025000000000001,0.27174999999999994
RO-A4-C00-MAINT-L050,RO-A4-C00,RO-A4,MAINT,INTEGRATED,26.987821166665206,73.0121788333348,72.50000000000001,0.5663499999999999,2.65357953,22.56,3.4449740399999995,0.9932806810999201,39.27,31.79375,8.722,23.596281443087495,32.31828144308749,0.0,0.9558261962963287,0.17773390091660002,0.4025000000000001,0.27174999999999994
RO-A4-C00-CIRCULAR-L050,RO-A4-C00,RO-A4,CIRCULAR,INTEGRATED,26.987821166665206,73.0121788333348,72.50000000000001,0.5663499999999999,2.65357953,22.56,3.4449740399999995,0.9932806810999201,39.27,31.79375,8.722,23.596281443087495,32.31828144308749,0.0,0.9558261962963287,0.17773390091660002,0.4025000000000001,0.27174999999999994
RO-A4-C00-DIGITAL-L050,RO-A4-C00,RO-A4,DIGITAL,INTEGRATED,26.987821166665206,73.0121788333348,72.50000000000001,0.5663499999999999,2.65357953,22.56,3.4449740399999995,0.9932806810999201,39.27,31.79375,8.722,23.596281443087495,32.31828144308749,0.0,0.9558261962963287,0.17773390091660002,0.4025000000000001,0.27174999999999994
RO-A4-C00-SOCIAL-L050,RO-A4-C00,RO-A4,SOCIAL,INTEGRATED,26.987821166665206,73.0121788333348,72.50000000000001,0.5663499999999999,2.65357953,22.56,3.4449740399999995,0.9932806810999201,39.27,31.79375,8.722,23.596281443087495,32.31828144308749,0.0,0.9558261962963287,0.17773390091660002,0.4025000000000001,0.27174999999999994
RO-A4-C00-INTEGRATED-L050,RO-A4-C00,RO-A4,INTEGRATED,INTEGRATED,26.987821166665206,73.0121788333348,72.50000000000001,0.5663499999999999,2.65357953,22.56,3.4449740399999995,0.9932806810999201,39.27,31.79375,8.722,23.596281443087495,32.31828144308749,0.0,0.9558261962963287,0.17773390091660002,0.4025000000000001,0.27174999999999994
RO-A5-C00-BASE-L000,RO-A5-C00,RO-A5,BASE,INTEGRATED,27.35757010800955,72.64242989199046,72.50000000000001,0.5471499999999999,2.1013895699999994,0.846,0.1375801155,0.028695861588989003,37.830000000000005,25.506249999999998,8.217999999999998,21.8212175458375,30.039217545837495,0.0,0.9476095531553432,0.16988175968539998,0.3510714285714287,0.02024999999999988
RO-A5-C00-ENERGY-L050,RO-A5-C00,RO-A5,ENERGY,INTEGRATED,27.35757010800955,72.64242989199046,72.50000000000001,0.5471499999999999,2.1013895699999994,0.846,0.1375801155,0.028695861588989003,37.830000000000005,25.506249999999998,8.217999999999998,21.8212175458375,30.039217545837495,0.0,0.9476095531553432,0.16988175968539998,0.3510714285714287,0.02024999999999988
RO-A5-C00-MAINT-L050,RO-A5-C00,RO-A5,MAINT,INTEGRATED,27.35757010800955,72.64242989199046,72.50000000000001,0.5471499999999999,2.1013895699999994,0.846,0.1375801155,0.028695861588989003,37.830000000000005,25.506249999999998,8.217999999999998,21.8212175458375,30.039217545837495,0.0,0.9476095531553432,0.16988175968539998,0.3510714285714287,0.02024999999999988
RO-A5-C00-CIRCULAR-L050,RO-A5-C00,RO-A5,CIRCULAR,INTEGRATED,27.35757010800955,72.64242989199046,72.50000000000001,0.5471499999999999,2.1013895699999994,0.846,0.1375801155,0.028695861588989003,37.830000000000005,25.506249999999998,8.217999999999998,21.8212175458375,30.039217545837495,0.0,0.9476095531553432,0.16988175968539998,0.3510714285714287,0.02024999999999988
RO-A5-C00-DIGITAL-L050,RO-A5-C00,RO-A5,DIGITAL,INTEGRATED,27.35757010800955,72.64242989199046,72.50000000000001,0.5471499999999999,2.1013895699999994,0.846,0.1375801155,0.028695861588989003,37.830000000000005,25.506249999999998,8.217999999999998,21.8212175458375,30.039217545837495,0.0,0.9476095531553432,0.16988175968539998,0.3510714285714287,0.02024999999999988
RO-A5-C00-SOCIAL-L050,RO-A5-C00,RO-A5,SOCIAL,INTEGRATED,27.35757010800955,72.64242989199046,72.50000000000001,0.5471499999999999,2.1013895699999994,0.846,0.1375801155,0.028695861588989003,37.830000000000005,25.506249999999998,8.217999999999998,21.8212175458375,30.039217545837495,0.0,0.9476095531553432,0.16988175968539998,0.3510714285714287,0.02024999999999988
RO-A5-C00-INTEGRATED-L050,RO-A5-C00,RO-A5,INTEGRATED,INTEGRATED,27.35757010800955,72.64242989199046,72.50000000000001,0.5471499999999999,2.1013895699999994,0.846,0.1375801155,0.028695861588989003,37.830000000000005,25.506249999999998,8.217999999999998,21.8212175458375,30.039217545837495,0.0,0.9476095531553432,0.16988175968539998,0.3510714285714287,0.02024999999999988
RO-A6-C00-BASE-L000,RO-A6-C00,RO-A6,BASE,INTEGRATED,27.279705955147705,72.72029404485231,72.50000000000001,0.5511499999999999,2.216429145,7.989999999999999,1.2399131687499998,2.05379405610475,38.13,34.9375,8.322999999999999,22.186859650556247,30.509859650556244,0.0,0.9493398676633843,0.17151762244190005,0.3617857142857144,0.39749999999999996
RO-A6-C00-ENERGY-L050,RO-A6-C00,RO-A6,ENERGY,INTEGRATED,27.279705955147705,72.72029404485231,72.50000000000001,0.5511499999999999,2.216429145,7.989999999999999,1.2399131687499998,2.05379405610475,38.13,34.9375,8.322999999999999,22.186859650556247,30.509859650556244,0.0,0.9493398676633843,0.17151762244190005,0.3617857142857144,0.39749999999999996
RO-A6-C00-MAINT-L050,RO-A6-C00,RO-A6,MAINT,INTEGRATED,27.279705955147705,72.72029404485231,72.50000000000001,0.5511499999999999,2.216429145,7.989999999999999,1.2399131687499998,2.05379405610475,38.13,34.9375,8.322999999999999,22.186859650556247,30.509859650556244,0.0,0.9493398676633843,0.17151762244190005,0.3617857142857144,0.39749999999999996
RO-A6-C00-CIRCULAR-L050,RO-A6-C00,RO-A6,CIRCULAR,INTEGRATED,27.279705955147705,72.72029404485231,72.50000000000001,0.5511499999999999,2.216429145,7.989999999999999,1.2399131687499998,2.05379405610475,38.13,34.9375,8.322999999999999,22.186859650556247,30.509859650556244,0.0,0.9493398676633843,0.17151762244190005,0.3617857142857144,0.39749999999999996
RO-A6-C00-DIGITAL-L050,RO-A6-C00,RO-A6,DIGITAL,INTEGRATED,27.279705955147705,72.72029404485231,72.50000000000001,0.5511499999999999,2.216429145,7.989999999999999,1.2399131687499998,2.05379405610475,38.13,34.9375,8.322999999999999,22.186859650556247,30.509859650556244,0.0,0.9493398676633843,0.17151762244190005,0.3617857142857144,0.39749999999999996
RO-A6-C00-SOCIAL-L050,RO-A6-C00,RO-A6,SOCIAL,INTEGRATED,27.279705955147705,72.72029404485231,72.50000000000001,0.5511499999999999,2.216429145,7.989999999999999,1.2399131687499998,2.05379405610475,38.13,34.9375,8.322999999999999,22.186859650556247,30.509859650556244,0.0,0.9493398676633843,0.17151762244190005,0.3617857142857144,0.39749999999999996
RO-A6-C00-INTEGRATED-L050,RO-A6-C00,RO-A6,INTEGRATED,INTEGRATED,27.279705955147705,72.72029404485231,72.50000000000001,0.5511499999999999,2.216429145,7.989999999999999,1.2399131687499998,2.05379405610475,38.13,34.9375,8.322999999999999,22.186859650556247,30.509859650556244,0.0,0.9493398676633843,0.17151762244190005,0.3617857142857144,0.39749999999999996
RO-A7-C00-BASE-L000,RO-A7-C00,RO-A7,BASE,INTEGRATED,27.326371168470835,72.67362883152916,72.50000000000001,0.54875,2.1474054,4.512,0.677803356,0.09846433257456,37.95,28.65,8.259999999999998,21.967211469374995,30.227211469374993,0.0,0.9483028629228704,0.17053610478799996,0.3553571428571429,0.1459999999999999
RO-A7-C00-ENERGY-L050,RO-A7-C00,RO-A7,ENERGY,INTEGRATED,27.326371168470835,72.67362883152916,72.50000000000001,0.54875,2.1474054,4.512,0.677803356,0.09846433257456,37.95,28.65,8.259999999999998,21.967211469374995,30.227211469374993,0.0,0.9483028629228704,0.17053610478799996,0.3553571428571429,0.1459999999999999
RO-A7-C00-MAINT-L050,RO-A7-C00,RO-A7,MAINT,INTEGRATED,27.326371168470835,72.67362883152916,72.50000000000001,0.54875,2.1474054,4.512,0.677803356,0.09846433257456,37.95,28.65,8.259999999999998,21.967211469374995,30.227211469374993,0.0,0.9483028629228704,0.17053610478799996,0.3553571428571429,0.1459999999999999
RO-A7-C00-CIRCULAR-L050,RO-A7-C00,RO-A7,CIRCULAR,INTEGRATED,27.326371168470835,72.67362883152916,72.50000000000001,0.54875,2.1474054,4.512,0.677803356,0.09846433257456,37.95,28.65,8.259999999999998,21.967211469374995,30.227211469374993,0.0,0.9483028629228704,0.17053610478799996,0.3553571428571429,0.1459999999999999
RO-A7-C00-DIGITAL-L050,RO-A7-C00,RO-A7,DIGITAL,INTEGRATED,27.326371168470835,72.67362883152916,72.50000000000001,0.54875,2.1474054,4.512,0.677803356,0.09846433257456,37.95,28.65,8.259999999999998,21.967211469374995,30.227211469374993,0.0,0.9483028629228704,0.17053610478799996,0.3553571428571429,0.1459999999999999
RO-A7-C00-SOCIAL-L050,RO-A7-C00,RO-A7,SOCIAL,INTEGRATED,27.326371168470835,72.67362883152916,72.50000000000001,0.54875,2.1474054,4.512,0.677803356,0.09846433257456,37.95,28.65,8.259999999999998,21.967211469374995,30.227211469374993,0.0,0.9483028629228704,0.17053610478799996,0.3553571428571429,0.1459999999999999
RO-A7-C00-INTEGRATED-L050,RO-A7-C00,RO-A7,INTEGRATED,INTEGRATED,27.326371168470835,72.67362883152916,72.50000000000001,0.54875,2.1474054,4.512,0.677803356,0.09846433257456,37.95,28.65,8.259999999999998,21.967211469374995,30.227211469374993,0.0,0.9483028629228704,0.17053610478799996,0.3553571428571429,0.1459999999999999
RO-A8-C00-BASE-L000,RO-A8-C00,RO-A8,BASE,INTEGRATED,27.23319985037973,72.76680014962027,72.50000000000001,0.5535499999999999,2.28545289,31.959999999999997,5.673107739999999,14.804984521724402,38.31,39.96749999999999,8.386,22.4072965867875,30.7932965867875,0.0,0.9503733366582281,0.17249914009580003,0.3682142857142858,0.5986999999999996
RO-A8-C00-ENERGY-L050,RO-A8-C00,RO-A8,ENERGY,INTEGRATED,27.23319985037973,72.76680014962027,72.50000000000001,0.5535499999999999,2.28545289,31.959999999999997,5.673107739999999,14.804984521724402,38.31,39.96749999999999,8.386,22.4072965867875,30.7932965867875,0.0,0.9503733366582281,0.17249914009580003,0.3682142857142858,0.5986999999999996
RO-A8-C00-MAINT-L050,RO-A8-C00,RO-A8,MAINT,INTEGRATED,27.23319985037973,72.76680014962027,72.50000000000001,0.5535499999999999,2.28545289,31.959999999999997,5.673107739999999,14.804984521724402,38.31,39.96749999999999,8.386,22.4072965867875,30.7932965867875,0.0,0.9503733366582281,0.17249914009580003,0.3682142857142858,0.5986999999999996
RO-A8-C00-CIRCULAR-L050,RO-A8-C00,RO-A8,CIRCULAR,INTEGRATED,27.23319985037973,72.76680014962027,72.50000000000001,0.5535499999999999,2.28545289,31.959999999999997,5.673107739999999,14.804984521724402,38.31,39.96749999999999,8.386,22.4072965867875,30.7932965867875,0.0,0.9503733366582281,0.17249914009580003,0.3682142857142858,0.5986999999999996
RO-A8-C00-DIGITAL-L050,RO-A8-C00,RO-A8,DIGITAL,INTEGRATED,27.23319985037973,72.76680014962027,72.50000000000001,0.5535499999999999,2.28545289,31.959999999999997,5.673107739999999,14.804984521724402,38.31,39.96749999999999,8.386,22.4072965867875,30.7932965867875,0.0,0.9503733366582281,0.17249914009580003,0.3682142857142858,0.5986999999999996
RO-A8-C00-SOCIAL-L050,RO-A8-C00,RO-A8,SOCIAL,INTEGRATED,27.23319985037973,72.76680014962027,72.50000000000001,0.5535499999999999,2.28545289,31.959999999999997,5.673107739999999,14.804984521724402,38.31,39.96749999999999,8.386,22.4072965867875,30.7932965867875,0.0,0.9503733366582281,0.17249914009580003,0.3682142857142858,0.5986999999999996
RO-A8-C00-INTEGRATED-L050,RO-A8-C00,RO-A8,INTEGRATED,INTEGRATED,27.23319985037973,72.76680014962027,72.50000000000001,0.5535499999999999,2.28545289,31.959999999999997,5.673107739999999,14.804984521724402,38.31,39.96749999999999,8.386,22.4072965867875,30.7932965867875,0.0,0.9503733366582281,0.17249914009580003,0.3682142857142858,0.5986999999999996
RO-A1-C01-ENERGY-L070,RO-A1-C01,RO-A1,ENERGY,INTEGRATED,24.71787840903346,75.28212159096654,88.84282664931179,0.586541822529465,2.3370644740645665,6.397433434985889,1.4204355425880881,0.17962145118205144,53.28805763983655,33.07328282458473,7.611587010614218,23.182265457858428,30.793852468472647,0.17172999197063166,1.0062693686881454,0.34789695101139695,0.9031449157084483,0.535783120009981
RO-A1-C02-DIGITAL-L042,RO-A1-C02,RO-A1,DIGITAL,INTEGRATED,25.59154703199055,74.40845296800946,76.8981918765862,0.5420146560271883,2.1258529799161234,4.107601717209391,0.7957906687122596,0.09452830796362484,56.593074032205735,30.88524755167292,8.240691346328186,23.960141749173864,32.20083309550205,0.0,0.98685451040021,0.0,1.0211812154359192,0.2728976510289035
RO-A1-C03-ENERGY-L036,RO-A1-C03,RO-A1,ENERGY,INTEGRATED,24.811229246452072,75.18877075354793,57.85876369459212,0.6849289131697959,2.8358345819006523,4.523342946657378,0.5532928741077667,0.10535551911914767,42.021764632181664,31.228692462240964,9.636392619077984,29.202443310246064,38.83883592932405,0.0,1.0041949056343984,0.0,0.5007773082922022,0.24914769848963858
RO-A1-C04-MAINT-L050,RO-A1-C04,RO-A1,MAINT,INTEGRATED,25.568817364144927,74.43118263585507,59.49328018628772,0.6165633905565421,2.716266465601384,6.153116985746734,0.9386855826683121,0.15524376355631392,50.05969218470116,29.927215718987426,9.489867867193256,27.625137226866624,37.11500509405988,0.1187485428630426,0.9873596141301128,0.21246535309063286,0.7878461494536129,0.19708862875949706
RO-A1-C05-INTEGRATED-L099,RO-A1-C05,RO-A1,INTEGRATED,INTEGRATED,25.09478566583235,74.90521433416765,80.69524563024406,0.5497560178075376,2.0997726167476816,5.593931789284944,0.5929894238763717,0.18006057711727871,43.23034549738506,23.440514835966496,8.025112831708896,23.954091687401377,31.979204519110272,0.01707850714271708,0.9978936518703923,0.3503365395404373,0.543940910620895,0.0
RO-A1-C06-CIRCULAR-L070,RO-A1-C06,RO-A1,CIRCULAR,INTEGRATED,24.210869448209852,75.78913055179015,72.18461248980488,0.5895571280413261,2.6318324200962775,4.663134337463888,0.4405267944357952,0.12725831999455187,37.95585938873284,34.113222583571414,8.532434683516588,26.70973083130954,35.24216551482613,0.0,1.0175362344842256,0.05699066663639929,0.3555664067404585,0.450290895618772
RO-A1-C07-BASE-L000,RO-A1-C07,RO-A1,BASE,INTEGRATED,29.739975691812525,70.26002430818747,85.23255386801699,0.43439006015710835,1.9101940173727154,5.184884647294542,0.8470118975012533,0.1699048225001653,25.651256877007512,23.11745234255957,7.787256728747312,18.397219040313786,26.1844757690611,0.0,0.8946672068486106,0.293915680556474,0.0,0.0
RO-A1-C08-MAINT-L084,RO-A1-C08,RO-A1,MAINT,INTEGRATED,34.3114627609968,65.6885372390032,67.43593308689748,0.46560899104226294,2.5905298508611665,5.55090081093295,1.1759638750966916,0.19733674177655525,17.913333167482186,35.9187612494518,8.85782843887885,16.95811680536732,25.815945244246173,0.009254692896899952,0.7930786053111822,0.44631523209197355,0.0,0.7402285267211495
RO-A1-C09-SOCIAL-L091,RO-A1-C09,RO-A1,SOCIAL,INTEGRATED,31.715901556467532,68.28409844353247,75.36910950843061,0.5362418065893039,2.543090522316258,4.945566835434636,0.6695213418612591,0.15233576380948005,25.969499876982383,31.013988768357198,8.332228230399366,17.939224957095636,26.271453187495002,0.0,0.8507577431896105,0.19630979894155587,0.0,0.24055955073428792
RO-A1-C10-BASE-L000,RO-A1-C10,RO-A1,BASE,MAINT,33.08735849485522,66.91264150514478,65.48113067506883,0.5137821133820375,2.312176145559114,4.279046618847372,0.7658450684100842,0.12113604002368053,30.00257536427024,26.387724871594752,9.002302974963394,18.205378098650172,27.207681073613564,0.0,0.8202809223365506,0.022978000131558485,0.0715205487239372,0.05550899486379013
RO-A2-C01-ENERGY-L046,RO-A2-C01,RO-A2,ENERGY,INTEGRATED,21.9410008493633,78.05899915063671,60.55163832775795,0.6517862088262214,2.447776972061541,0.20263534829494018,0.029175380416229725,0.013800733842567975,54.2495603721087,24.349408815684363,9.004106537432984,32.03370481516205,41.03781135259503,0.12575193497188986,1.0679777589030377,0.33576670304056955,0.9374842990038821,0.15772943268377748
RO-A2-C02-SOCIAL-L057,RO-A2-C02,RO-A2,SOCIAL,INTEGRATED,31.662574947031107,68.3374250529689,77.10423743782637,0.44876189472479056,1.834068471999129,0.20440452629371042,0.035535593528539106,0.014888560636948068,18.894959312510803,20.629789096217426,7.883459366675441,17.01489264627304,24.898352012948482,0.13558070163172453,0.8519427789548644,0.4134686169248619,0.0,0.062015116174679585
RO-A2-C03-MAINT-L090,RO-A2-C03,RO-A2,MAINT,MAINT,31.904691979185255,68.09530802081476,65.19002809129418,0.4895937150695139,2.150603286492639,0.16131370674549703,0.012403973559479248,0.009797144541750962,23.074530203724557,20.99492037475193,8.645900366085455,18.453249726716177,27.09915009280163,0.0,0.8465624004625498,0.04979603869649729,0.0,0.0
RO-A2-C04-MAINT-L027,RO-A2-C04,RO-A2,MAINT,INTEGRATED,27.391968413464316,72.60803158653569,58.49296841192725,0.5599429846211328,2.128589170632207,0.1508458477096464,0.014477665622856298,0.009943082744849214,42.83554077970818,18.44896533138862,9.177044869672317,24.325640045667356,33.50268491533967,0.0,0.9468451463674598,0.06022019606065809,0.5298407421324351,0.0
RO-A2-C05-DIGITAL-L084,RO-A2-C05,RO-A2,DIGITAL,INTEGRATED,24.56594547431852,75.43405452568147,88.77722212460804,0.5785161575361695,1.7401033567848814,0.18423358322110184,0.03265224953868091,0.01463748055514951,36.65313283485392,16.599479627372666,7.295314442452665,22.401545587132834,29.696860029585498,0.023519906783899147,1.009645656126255,0.39553432536782196,0.30904045838764005,0.0
RO-A2-C06-ENERGY-L098,RO-A2-C06,RO-A2,ENERGY,INTEGRATED,35.87920780015588,64.12079219984412,80.4974680405494,0.4228314917311681,1.747022107027321,0.19221734087701342,0.024230191056960615,0.012017800711873106,30.912398226155112,21.630206261721472,7.698917180307043,13.75896233361465,21.457879513921693,0.06787411598340798,0.7582398266632027,0.20841433656236463,0.10401422236268254,0.4260856304174251
RO-A2-C07-CIRCULAR-L033,RO-A2-C07,RO-A2,CIRCULAR,INTEGRATED,29.3210679361525,70.6789320638475,75.67891146359526,0.4841690351735582,2.0258462421926104,0.16912416399002847,0.018758669602737386,0.013563533819904355,28.097368389512468,23.768213957907037,7.9647782101539555,19.199233099043575,27.16401130919753,0.0,0.9039762680854999,0.31882384427888244,0.003477442482588078,0.6029111891508669
