archetype,archetype_name,strategy,profile,Environmental,Economic,Social,Technological,GEOM,ARITH,WSM,WSM_rank,TOPSIS,TOPSIS_rank,priority_strategy
RO-A2,Electrical/electromechanical and cable-assembly manufacturer,MAINT,NEUTRAL,50.96961362805933,51.752047350752704,64.52913840070805,52.51482136581816,54.67882318481412,54.94140518633456,54.941405186334556,5,22.96363108622789,5,INTEGRATED
RO-A2,Electrical/electromechanical and cable-assembly manufacturer,SOCIAL,NEUTRAL,49.37396312649435,48.468958934234195,70.87845865582159,51.6405834866855,54.40223865939885,55.09049105080891,55.09049105080891,4,24.583243391550877,4,INTEGRATED
RO-A3,Fabricated metal products and machining SME,CIRCULAR,NEUTRAL,54.10859370628346,47.610595769786045,63.84271511435178,51.330281987191626,53.903096633014016,54.223046644403226,54.223046644403226,6,22.78016268239188,6,INTEGRATED
RO-A3,Fabricated metal products and machining SME,DIGITAL,NEUTRAL,49.99349791107458,50.22337101198106,63.91561423311978,61.590938353197274,56.070676093477644,56.43085537734317,56.43085537734317,2,42.23672413825179,3,INTEGRATED
RO-A3,Fabricated metal products and machining SME,ENERGY,NEUTRAL,60.3332913563963,49.68990395143362,63.841316233119784,51.312518415991626,55.980604585608624,56.294257489235335,56.294257489235335,3,46.55572866043388,2,INTEGRATED
RO-A3,Fabricated metal products and machining SME,INTEGRATED,NEUTRAL,62.88798377168291,53.74423447658797,69.68763423170029,59.719994461981585,61.24120933001318,61.50996173548819,61.50996173548819,1,89.45850196943267,1,INTEGRATED
RO-A3,Fabricated metal products and machining SME,MAINT,NEUTRAL,50.939703338559326,51.75165955347886,64.52667724271245,52.217421183305916,54.59260946741474,54.85886532951414,54.85886532951414,5,23.229201962691793,5,INTEGRATED
RO-A3,Fabricated metal products and machining SME,SOCIAL,NEUTRAL,49.338513894494355,48.45473596455011,70.87534900706912,51.32140020159163,54.30364739509536,54.9974997669263,54.9974997669263,4,24.729470029982046,4,INTEGRATED
RO-A4,Industrial machinery and equipment manufacturer,CIRCULAR,NEUTRAL,54.06432534163012,47.50358801308226,63.82262393270943,50.98777323050591,53.767454422814644,54.09457762948193,54.09457762948193,6,22.58237467368947,6,INTEGRATED
RO-A4,Industrial machinery and equipment manufacturer,DIGITAL,NEUTRAL,49.95373114440791,50.137193383710596,63.89695378499143,61.33711827605441,55.97355211663207,56.33124914729109,56.33124914729109,2,42.44290044461142,3,INTEGRATED
RO-A4,Industrial machinery and equipment manufacturer,ENERGY,NEUTRAL,60.40488010843571,49.581315856816225,63.821031784991426,50.967555481705915,55.867845718169995,56.19369580798732,56.19369580798732,3,46.54403133678323,2,INTEGRATED
RO-A4,Industrial machinery and equipment manufacturer,INTEGRATED,NEUTRAL,62.935929579905256,53.66665610131177,69.66938146429686,59.46466398134587,61.16120421716051,61.434157781714944,61.434157781714944,1,89.49083024600296,1,INTEGRATED
RO-A4,Industrial machinery and equipment manufacturer,MAINT,NEUTRAL,50.907492257559326,51.66081215067591,64.50718780248835,51.897144063677345,54.47203815252279,54.743159068600235,54.743159068600235,5,23.200419748502714,5,INTEGRATED
RO-A4,Industrial machinery and equipment manufacturer,SOCIAL,NEUTRAL,49.300337798494354,48.34899494372824,70.85516119218377,50.97766435610591,54.168547749547415,54.87053957262807,54.87053957262807,4,24.56802172170974,4,INTEGRATED
RO-A5,Food-processing company,CIRCULAR,NEUTRAL,54.140213966750125,47.59669094831649,63.8396533803949,51.574931099109996,53.970504315952695,54.28787234864288,54.28787234864288,6,23.036447477950535,6,INTEGRATED
RO-A5,Food-processing company,DIGITAL,NEUTRAL,50.02190274440791,50.19394880582385,63.9115305466529,61.77223840829931,56.11074460915888,56.474905126295994,56.474905126295994,2,42.318899474401135,3,INTEGRATED
RO-A5,Food-processing company,ENERGY,NEUTRAL,60.04801061207269,49.67483774218744,63.838392546652905,51.558920511909996,55.97643166222756,56.280040353205756,56.280040353205756,3,46.04414298832102,2,INTEGRATED
RO-A5,Food-processing company,INTEGRATED,NEUTRAL,62.678637817292326,53.712339052844214,69.6832593447156,59.90237337672138,61.22679484036055,61.49415239789338,61.49415239789338,1,89.37506431517093,1,INTEGRATED
RO-A5,Food-processing company,MAINT,NEUTRAL,50.962711253559334,51.72356951927249,64.52318569345682,52.44619055446918,54.6503176835685,54.913914255189454,54.913914255189454,5,23.398179214893,5,INTEGRATED
RO-A5,Food-processing company,SOCIAL,NEUTRAL,49.36578253449435,48.43707597486806,70.87235629685723,51.56692580550999,54.37046086879809,55.06053515293241,55.06053515293241,4,24.967811367895713,4,INTEGRATED
RO-A6,Wood-products and furniture manufacturer,CIRCULAR,NEUTRAL,54.12440383651679,47.56148812881046,63.833204477343024,51.452606543150814,53.923198765495975,54.24292574645527,54.24292574645527,6,22.82362641984774,6,INTEGRATED
RO-A6,Wood-products and furniture manufacturer,DIGITAL,NEUTRAL,50.00770032774125,50.16635397884277,63.905592619856016,61.681588380748295,56.077153333876346,56.44030882679708,56.44030882679708,2,42.121417958203025,3,INTEGRATED
RO-A6,Wood-products and furniture manufacturer,ENERGY,NEUTRAL,60.34749377306297,49.639755316005186,63.831874619856016,51.43571946395081,56.0012630493116,56.313710793218746,56.313710793218746,3,46.635856652898134,2,INTEGRATED
RO-A6,Wood-products and furniture manufacturer,INTEGRATED,NEUTRAL,62.900600932354266,53.68672786057422,69.67746701817762,59.811183919351485,61.24901668585884,61.5189949326144,61.5189949326144,1,89.45977265483887,1,INTEGRATED
RO-A6,Wood-products and furniture manufacturer,MAINT,NEUTRAL,50.95120729605933,51.69490920148073,64.51695169805431,52.33180586888754,54.6085260192001,54.873718516120476,54.87371851612048,5,23.235207007448277,5,INTEGRATED
RO-A6,Wood-products and furniture manufacturer,SOCIAL,NEUTRAL,49.35214821449435,48.40315915460734,70.86587288193286,51.44416300355081,54.32356388278541,55.016335813646336,55.016335813646336,4,24.7659369235379,4,INTEGRATED
RO-A7,Rubber and plastics processor,CIRCULAR,NEUTRAL,54.13388991465679,47.68210167202032,63.85598592500753,51.526001276726326,53.983764940867545,54.299494697102745,54.299494697102745,6,22.743363659680455,6,INTEGRATED
RO-A7,Rubber and plastics processor,DIGITAL,NEUTRAL,50.01622177774125,50.28269162347284,63.92806748176753,61.735978397278906,56.12932605703486,56.49073982006513,56.49073982006513,2,41.83364776357808,3,INTEGRATED
RO-A7,Rubber and plastics processor,ENERGY,NEUTRAL,60.58240352153174,49.76171217285964,63.85469748176754,51.50964009272632,56.11523620729405,56.42711331722131,56.42711331722131,3,47.174365438117135,2,INTEGRATED
RO-A7,Rubber and plastics processor,INTEGRATED,NEUTRAL,63.07746887346955,53.79969866140233,69.69985451993378,59.86589759377341,61.34319157517227,61.61072991214477,61.61072991214476,1,89.51647042218721,1,INTEGRATED
RO-A7,Rubber and plastics processor,MAINT,NEUTRAL,50.95810967055934,51.81320698720435,64.5396042011292,52.400436680236524,54.66429440842391,54.92783938478235,54.92783938478235,5,23.077743934214432,5,INTEGRATED
RO-A7,Rubber and plastics processor,SOCIAL,NEUTRAL,49.36032880649435,48.52469401028361,70.88867503672087,51.517820684726324,54.38370581303455,55.07287963455629,55.07287963455629,4,24.668995194642406,4,INTEGRATED
RO-A8,Non-metallic mineral/construction-material producer,CIRCULAR,NEUTRAL,54.11491775837679,47.80420164622783,63.84226107417988,51.379211809575295,53.972146741868315,54.28514807208995,54.28514807208995,6,23.146541204832978,5,INTEGRATED
RO-A8,Non-metallic mineral/construction-material producer,DIGITAL,NEUTRAL,49.99917887774125,50.38295659074838,63.91495580244588,61.62719836421769,56.12487151175332,56.4810724087883,56.4810724087883,2,42.91481585323163,3,INTEGRATED
RO-A8,Non-metallic mineral/construction-material producer,ENERGY,NEUTRAL,59.476814343457505,49.73145676248915,63.84088980244588,51.3617988351753,55.80582197018024,56.10273993589196,56.10273993589196,3,44.34407651575706,2,INTEGRATED
RO-A8,Non-metallic mineral/construction-material producer,INTEGRATED,NEUTRAL,62.248291856144746,54.13775425237157,69.68691756092282,59.75647024492953,61.2055727753083,61.45735847859217,61.45735847859217,1,89.2692149362279,1,INTEGRATED
RO-A8,Non-metallic mineral/construction-material producer,MAINT,NEUTRAL,50.94430492155932,51.770681983414605,64.5261372394808,52.26317505753857,54.61070035920117,54.87607480049832,54.87607480049832,5,22.9691144503584,6,INTEGRATED
RO-A8,Non-metallic mineral/construction-material producer,SOCIAL,NEUTRAL,49.343967622494354,48.466021296812116,70.87490877164622,51.3705053223753,54.32121142551975,55.013850753331994,55.013850753332,4,24.96599138284544,4,INTEGRATED
