archetype,archetype_name,strategy,profile,Environmental,Economic,Social,Technological,GEOM,ARITH,WSM,WSM_rank,TOPSIS,TOPSIS_rank,priority_strategy
RO-A1,Automotive component supplier,MAINT,ENV_40,50.93050017255933,51.66545224459789,64.5099257561428,52.125913434840605,54.53993289599313,54.80794790203515,54.03245835613999,5,17.760744477214903,5,INTEGRATED
RO-A1,Automotive component supplier,SOCIAL,ENV_40,49.32760643849435,48.36448634222517,70.85839798488199,51.22318996002428,54.24611534437161,54.943420181406445,53.82025743282403,6,16.70031947064085,6,INTEGRATED
RO-A1,Automotive component supplier,CIRCULAR,ECON_40,54.09594560209679,47.51991845298346,63.825791701662645,51.23242234242428,53.84499935476723,54.16851952479179,52.83879931043013,6,19.334121387886164,6,INTEGRATED
RO-A1,Automotive component supplier,DIGITAL,ECON_40,49.98213597774125,50.13851466591268,63.89909960143465,61.51841833115646,56.023668533043036,56.38454214406126,55.135336648431554,2,42.46871817529272,3,INTEGRATED
RO-A1,Automotive component supplier,ENERGY,ECON_40,60.21407761250382,49.59892692841108,63.82433760143465,51.21395757762428,55.8967095329433,56.21282492999346,54.89004532967699,3,43.963889869654146,2,INTEGRATED
RO-A1,Automotive component supplier,INTEGRATED,ECON_40,62.7972363272553,53.661439167521394,69.67123608022227,59.647042896085665,61.173217024013574,61.444238617771155,59.88767872772121,1,90.97756788491637,1,INTEGRATED
RO-A1,Automotive component supplier,MAINT,ECON_40,50.93050017255933,51.66545224459789,64.5099257561428,52.125913434840605,54.53993289599313,54.80794790203515,54.17944877054771,4,35.77260636534106,4,INTEGRATED
RO-A1,Automotive component supplier,SOCIAL,ECON_40,49.32760643849435,48.36448634222517,70.85839798488199,51.22318996002428,54.24611534437161,54.943420181406445,53.627633413570194,5,22.93376406234837,5,INTEGRATED
RO-A1,Automotive component supplier,CIRCULAR,SOCIAL_40,54.09594560209679,47.51991845298346,63.825791701662645,51.23242234242428,53.84499935476723,54.16851952479179,56.09997396016597,6,20.023628995580072,6,INTEGRATED
RO-A1,Automotive component supplier,DIGITAL,SOCIAL_40,49.98213597774125,50.13851466591268,63.89909960143465,61.51841833115646,56.023668533043036,56.38454214406126,57.88745363553595,3,37.81326022813541,4,INTEGRATED
RO-A1,Automotive component supplier,ENERGY,SOCIAL_40,60.21407761250382,49.59892692841108,63.82433760143465,51.21395757762428,55.8967095329433,56.21282492999346,57.7351274642817,4,40.41354851519512,2,INTEGRATED
RO-A1,Automotive component supplier,INTEGRATED,SOCIAL_40,62.7972363272553,53.661439167521394,69.67123608022227,59.647042896085665,61.173217024013574,61.444238617771155,63.08963811026138,1,87.92489079874214,1,INTEGRATED
RO-A1,Automotive component supplier,MAINT,SOCIAL_40,50.93050017255933,51.66545224459789,64.5099257561428,52.125913434840605,54.53993289599313,54.80794790203515,56.74834347285669,5,21.27290624253834,5,INTEGRATED
RO-A1,Automotive component supplier,SOCIAL,SOCIAL_40,49.32760643849435,48.36448634222517,70.85839798488199,51.22318996002428,54.24611534437161,54.943420181406445,58.12641574210156,2,39.467757416515624,3,INTEGRATED
RO-A1,Automotive component supplier,CIRCULAR,TECH_40,54.09594560209679,47.51991845298346,63.825791701662645,51.23242234242428,53.84499935476723,54.16851952479179,53.5813000883183,6,16.528388161703933,6,INTEGRATED
RO-A1,Automotive component supplier,DIGITAL,TECH_40,49.98213597774125,50.13851466591268,63.89909960143465,61.51841833115646,56.023668533043036,56.38454214406126,57.41131738148031,2,58.88794022307372,2,INTEGRATED
RO-A1,Automotive component supplier,ENERGY,TECH_40,60.21407761250382,49.59892692841108,63.82433760143465,51.21395757762428,55.8967095329433,56.21282492999346,55.213051459519626,3,33.50368664257509,3,INTEGRATED
RO-A1,Automotive component supplier,INTEGRATED,TECH_40,62.7972363272553,53.661439167521394,69.67123608022227,59.647042896085665,61.173217024013574,61.444238617771155,61.08479947343407,1,85.64709033480868,1,INTEGRATED
RO-A1,Automotive component supplier,MAINT,TECH_40,50.93050017255933,51.66545224459789,64.5099257561428,52.125913434840605,54.53993289599313,54.80794790203515,54.271541008596245,4,18.36576857305758,5,INTEGRATED
RO-A1,Automotive component supplier,SOCIAL,TECH_40,49.32760643849435,48.36448634222517,70.85839798488199,51.22318996002428,54.24611534437161,54.943420181406445,54.199374137130015,5,18.89662944120062,4,INTEGRATED
RO-A2,Electrical/electromechanical and cable-assembly manufacturer,CIRCULAR,NEUTRAL,54.149700044890125,47.6253298638391,63.84573503223575,51.6483258326855,54.001465748001515,54.31727269341262,54.31727269341262,6,22.661526692661145,6,INTEGRATED
RO-A2,Electrical/electromechanical and cable-assembly manufacturer,DIGITAL,NEUTRAL,50.03042419440792,50.218695640580336,63.917305612740755,61.82662842482993,56.13366638165454,56.49826346813973,56.49826346813973,3,41.486932452309055,3,INTEGRATED
RO-A2,Electrical/electromechanical and cable-assembly manufacturer,ENERGY,NEUTRAL,60.838456761633815,49.70676928560044,63.84451561274076,51.6328411406855,56.19023344156691,56.505645700165125,56.505645700165125,2,47.76139104784413,2,INTEGRATED
RO-A2,Electrical/electromechanical and cable-assembly manufacturer,INTEGRATED,NEUTRAL,63.27094686067799,53.73066582733771,69.6889470506481,59.95708705114331,61.39142948673458,61.66191169745178,61.66191169745177,1,89.58066731011466,1,INTEGRATED
RO-A2,Electrical/electromechanical and cable-assembly manufacturer,MAINT,NEUTRAL,50.96961362805933,51.752047350752704,64.52913840070805,52.51482136581816,54.67882318481412,54.94140518633456,54.941405186334556,5,22.96363108622789,5,INTEGRATED
RO-A2,Electrical/electromechanical and cable-assembly manufacturer,SOCIAL,NEUTRAL,49.37396312649435,48.468958934234195,70.87845865582159,51.6405834866855,54.40223865939885,55.09049105080891,55.09049105080891,4,24.583243391550877,4,INTEGRATED
RO-A2,Electrical/electromechanical and cable-assembly manufacturer,CIRCULAR,ENV_40,54.149700044890125,47.6253298638391,63.84573503223575,51.6483258326855,54.001465748001515,54.31727269341262,54.28375816370813,4,29.61677299045341,3,INTEGRATED
RO-A2,Electrical/electromechanical and cable-assembly manufacturer,DIGITAL,ENV_40,50.03042419440792,50.218695640580336,63.917305612740755,61.82662842482993,56.13366638165454,56.49826346813973,55.204695613393376,3,28.030310988013213,4,INTEGRATED
RO-A2,Electrical/electromechanical and cable-assembly manufacturer,ENERGY,ENV_40,60.838456761633815,49.70676928560044,63.84451561274076,51.6328411406855,56.19023344156691,56.505645700165125,57.37220791245887,2,63.124008502132256,2,INTEGRATED
RO-A2,Electrical/electromechanical and cable-assembly manufacturer,INTEGRATED,ENV_40,63.27094686067799,53.73066582733771,69.6889470506481,59.95708705114331,61.39142948673458,61.66191169745178,61.98371873009702,1,93.44809594453334,1,INTEGRATED
RO-A2,Electrical/electromechanical and cable-assembly manufacturer,MAINT,ENV_40,50.96961362805933,51.752047350752704,64.52913840070805,52.51482136581816,54.67882318481412,54.94140518633456,54.14704687467952,5,17.294475634468533,5,INTEGRATED
RO-A2,Electrical/electromechanical and cable-assembly manufacturer,SOCIAL,ENV_40,49.37396312649435,48.468958934234195,70.87845865582159,51.6405834866855,54.40223865939885,55.09049105080891,53.947185465946,6,16.41375066836981,6,INTEGRATED
RO-A2,Electrical/electromechanical and cable-assembly manufacturer,CIRCULAR,ECON_40,54.149700044890125,47.6253298638391,63.84573503223575,51.6483258326855,54.001465748001515,54.31727269341262,52.97888412749792,6,19.284202957815737,6,INTEGRATED
RO-A2,Electrical/electromechanical and cable-assembly manufacturer,DIGITAL,ECON_40,50.03042419440792,50.218695640580336,63.917305612740755,61.82662842482993,56.13366638165454,56.49826346813973,55.24234990262786,2,41.65590572031953,3,INTEGRATED
RO-A2,Electrical/electromechanical and cable-assembly manufacturer,ENERGY,ECON_40,60.838456761633815,49.70676928560044,63.84451561274076,51.6328411406855,56.19023344156691,56.505645700165125,55.14587041725219,3,45.316027731460935,2,INTEGRATED
RO-A2,Electrical/electromechanical and cable-assembly manufacturer,INTEGRATED,ECON_40,63.27094686067799,53.73066582733771,69.6889470506481,59.95708705114331,61.39142948673458,61.66191169745178,60.07566252342896,1,91.06421487586803,1,INTEGRATED
RO-A2,Electrical/electromechanical and cable-assembly manufacturer,MAINT,ECON_40,50.96961362805933,51.752047350752704,64.52913840070805,52.51482136581816,54.67882318481412,54.94140518633456,54.30353361921819,4,35.36669498874518,4,INTEGRATED
RO-A2,Electrical/electromechanical and cable-assembly manufacturer,SOCIAL,ECON_40,49.37396312649435,48.468958934234195,70.87845865582159,51.6405834866855,54.40223865939885,55.09049105080891,53.76618462749397,5,22.83776786704335,5,INTEGRATED
RO-A2,Electrical/electromechanical and cable-assembly manufacturer,CIRCULAR,SOCIAL_40,54.149700044890125,47.6253298638391,63.84573503223575,51.6483258326855,54.001465748001515,54.31727269341262,56.22296516117724,6,19.92749037569407,6,INTEGRATED
RO-A2,Electrical/electromechanical and cable-assembly manufacturer,DIGITAL,SOCIAL_40,50.03042419440792,50.218695640580336,63.917305612740755,61.82662842482993,56.13366638165454,56.49826346813973,57.98207189705994,3,37.06396193445607,4,INTEGRATED
RO-A2,Electrical/electromechanical and cable-assembly manufacturer,ENERGY,SOCIAL_40,60.838456761633815,49.70676928560044,63.84451561274076,51.6328411406855,56.19023344156691,56.505645700165125,57.97341968268026,4,41.74395119991232,2,INTEGRATED
RO-A2,Electrical/electromechanical and cable-assembly manufacturer,INTEGRATED,SOCIAL_40,63.27094686067799,53.73066582733771,69.6889470506481,59.95708705114331,61.39142948673458,61.66191169745178,63.267318768091044,1,88.04085623808187,1,INTEGRATED
RO-A2,Electrical/electromechanical and cable-assembly manufacturer,MAINT,SOCIAL_40,50.96961362805933,51.752047350752704,64.52913840070805,52.51482136581816,54.67882318481412,54.94140518633456,56.85895182920926,5,20.995350674743328,5,INTEGRATED
RO-A2,Electrical/electromechanical and cable-assembly manufacturer,SOCIAL,SOCIAL_40,49.37396312649435,48.468958934234195,70.87845865582159,51.6405834866855,54.40223865939885,55.09049105080891,58.24808457181145,2,39.245191126555696,3,INTEGRATED
RO-A2,Electrical/electromechanical and cable-assembly manufacturer,CIRCULAR,TECH_40,54.149700044890125,47.6253298638391,63.84573503223575,51.6483258326855,54.001465748001515,54.31727269341262,53.7834833212672,6,16.591448856566863,6,INTEGRATED
RO-A2,Electrical/electromechanical and cable-assembly manufacturer,DIGITAL,TECH_40,50.03042419440792,50.218695640580336,63.917305612740755,61.82662842482993,56.13366638165454,56.49826346813973,57.56393645947778,2,57.93530346902364,2,INTEGRATED
RO-A2,Electrical/electromechanical and cable-assembly manufacturer,ENERGY,TECH_40,60.838456761633815,49.70676928560044,63.84451561274076,51.6328411406855,56.19023344156691,56.505645700165125,55.531084788269204,3,34.9046960515438,3,INTEGRATED
RO-A2,Electrical/electromechanical and cable-assembly manufacturer,INTEGRATED,TECH_40,63.27094686067799,53.73066582733771,69.6889470506481,59.95708705114331,61.39142948673458,61.66191169745178,61.32094676819008,1,85.71464268164047,1,INTEGRATED
RO-A2,Electrical/electromechanical and cable-assembly manufacturer,MAINT,TECH_40,50.96961362805933,51.752047350752704,64.52913840070805,52.51482136581816,54.67882318481412,54.94140518633456,54.45608842223128,4,18.22979318130583,5,INTEGRATED
RO-A2,Electrical/electromechanical and cable-assembly manufacturer,SOCIAL,TECH_40,49.37396312649435,48.468958934234195,70.87845865582159,51.6405834866855,54.40223865939885,55.09049105080891,54.400509537984234,5,18.952363460593915,4,INTEGRATED
RO-A3,Fabricated metal products and machining SME,CIRCULAR,NEUTRAL,54.10859370628346,47.610595769786045,63.84271511435178,51.330281987191626,53.903096633014016,54.223046644403226,54.223046644403226,6,22.78016268239188,6,INTEGRATED
RO-A3,Fabricated metal products and machining SME,DIGITAL,NEUTRAL,49.99349791107458,50.22337101198106,63.91561423311978,61.590938353197274,56.070676093477644,56.43085537734317,56.43085537734317,2,42.23672413825179,3,INTEGRATED
RO-A3,Fabricated metal products and machining SME,ENERGY,NEUTRAL,60.3332913563963,49.68990395143362,63.841316233119784,51.312518415991626,55.980604585608624,56.294257489235335,56.294257489235335,3,46.55572866043388,2,INTEGRATED
RO-A3,Fabricated metal products and machining SME,INTEGRATED,NEUTRAL,62.88798377168291,53.74423447658797,69.68763423170029,59.719994461981585,61.24120933001318,61.50996173548819,61.50996173548819,1,89.45850196943267,1,INTEGRATED
RO-A3,Fabricated metal products and machining SME,MAINT,NEUTRAL,50.939703338559326,51.75165955347886,64.52667724271245,52.217421183305916,54.59260946741474,54.85886532951414,54.85886532951414,5,23.229201962691793,5,INTEGRATED
RO-A3,Fabricated metal products and machining SME,SOCIAL,NEUTRAL,49.338513894494355,48.45473596455011,70.87534900706912,51.32140020159163,54.30364739509536,54.9974997669263,54.9974997669263,4,24.729470029982046,4,INTEGRATED
RO-A3,Fabricated metal products and machining SME,CIRCULAR,ENV_40,54.10859370628346,47.610595769786045,63.84271511435178,51.330281987191626,53.903096633014016,54.223046644403226,54.20015605677928,4,30.060282048433656,3,INTEGRATED
RO-A3,Fabricated metal products and machining SME,DIGITAL,ENV_40,49.99349791107458,50.22337101198106,63.91561423311978,61.590938353197274,56.070676093477644,56.43085537734317,55.14338388408946,3,28.728151340385693,4,INTEGRATED
RO-A3,Fabricated metal products and machining SME,ENERGY,ENV_40,60.3332913563963,49.68990395143362,63.841316233119784,51.312518415991626,55.980604585608624,56.294257489235335,57.102064262667525,2,61.86665987525773,2,INTEGRATED
RO-A3,Fabricated metal products and machining SME,INTEGRATED,ENV_40,62.88798377168291,53.74423447658797,69.68763423170029,59.719994461981585,61.24120933001318,61.50996173548819,61.785566142727134,1,93.31597832253102,1,INTEGRATED
RO-A3,Fabricated metal products and machining SME,MAINT,ENV_40,50.939703338559326,51.75165955347886,64.52667724271245,52.217421183305916,54.59260946741474,54.85886532951414,54.07503293132318,5,17.656886953482136,5,INTEGRATED
RO-A3,Fabricated metal products and machining SME,SOCIAL,ENV_40,49.338513894494355,48.45473596455011,70.87534900706912,51.32140020159163,54.30364739509536,54.9974997669263,53.865702592439916,6,16.64556847004137,6,INTEGRATED
RO-A3,Fabricated metal products and machining SME,CIRCULAR,ECON_40,54.10859370628346,47.610595769786045,63.84271511435178,51.330281987191626,53.903096633014016,54.223046644403226,52.900556469479795,6,19.341031727439535,6,INTEGRATED
RO-A3,Fabricated metal products and machining SME,DIGITAL,ECON_40,49.99349791107458,50.22337101198106,63.91561423311978,61.590938353197274,56.070676093477644,56.43085537734317,55.18935850427075,2,42.299165146341686,3,INTEGRATED
RO-A3,Fabricated metal products and machining SME,ENERGY,ECON_40,60.3332913563963,49.68990395143362,63.841316233119784,51.312518415991626,55.980604585608624,56.294257489235335,54.97338678167499,3,44.23849342225251,2,INTEGRATED
RO-A3,Fabricated metal products and machining SME,INTEGRATED,ECON_40,62.88798377168291,53.74423447658797,69.68763423170029,59.719994461981585,61.24120933001318,61.50996173548819,59.95681628370814,1,90.98974475540035,1,INTEGRATED
RO-A3,Fabricated metal products and machining SME,MAINT,ECON_40,50.939703338559326,51.75165955347886,64.52667724271245,52.217421183305916,54.59260946741474,54.85886532951414,54.23742417430709,4,35.66907044376821,4,INTEGRATED
RO-A3,Fabricated metal products and machining SME,SOCIAL,ECON_40,49.338513894494355,48.45473596455011,70.87534900706912,51.32140020159163,54.30364739509536,54.9974997669263,53.68894700645107,5,22.923090566807,5,INTEGRATED
RO-A3,Fabricated metal products and machining SME,CIRCULAR,SOCIAL_40,54.10859370628346,47.610595769786045,63.84271511435178,51.330281987191626,53.903096633014016,54.223046644403226,56.14698033839295,6,20.01521494720085,6,INTEGRATED
RO-A3,Fabricated metal products and machining SME,DIGITAL,SOCIAL_40,49.99349791107458,50.22337101198106,63.91561423311978,61.590938353197274,56.070676093477644,56.43085537734317,57.9278071484985,3,37.65517045678376,4,INTEGRATED
RO-A3,Fabricated metal products and machining SME,ENERGY,SOCIAL_40,60.3332913563963,49.68990395143362,63.841316233119784,51.312518415991626,55.980604585608624,56.294257489235335,57.803669238012226,4,40.67759661868552,2,INTEGRATED
RO-A3,Fabricated metal products and machining SME,INTEGRATED,SOCIAL_40,62.88798377168291,53.74423447658797,69.68763423170029,59.719994461981585,61.24120933001318,61.50996173548819,63.14549623473061,1,87.94446557559978,1,INTEGRATED
RO-A3,Fabricated metal products and machining SME,MAINT,SOCIAL_40,50.939703338559326,51.75165955347886,64.52667724271245,52.217421183305916,54.59260946741474,54.85886532951414,56.7924277121538,5,21.201866485150894,5,INTEGRATED
RO-A3,Fabricated metal products and machining SME,SOCIAL,SOCIAL_40,49.338513894494355,48.45473596455011,70.87534900706912,51.32140020159163,54.30364739509536,54.9974997669263,58.17306961495487,2,39.43274730574393,3,INTEGRATED
RO-A3,Fabricated metal products and machining SME,CIRCULAR,TECH_40,54.10859370628346,47.610595769786045,63.84271511435178,51.330281987191626,53.903096633014016,54.223046644403226,53.64449371296091,6,16.551567633621648,6,INTEGRATED
RO-A3,Fabricated metal products and machining SME,DIGITAL,TECH_40,49.99349791107458,50.22337101198106,63.91561423311978,61.590938353197274,56.070676093477644,56.43085537734317,57.462871972513994,2,58.692548984910744,2,INTEGRATED
RO-A3,Fabricated metal products and machining SME,ENERGY,TECH_40,60.3332913563963,49.68990395143362,63.841316233119784,51.312518415991626,55.980604585608624,56.294257489235335,55.29790967458659,3,33.784279508967366,3,INTEGRATED
RO-A3,Fabricated metal products and machining SME,INTEGRATED,TECH_40,62.88798377168291,53.74423447658797,69.68763423170029,59.719994461981585,61.24120933001318,61.50996173548819,61.15196828078687,1,85.65555913626439,1,INTEGRATED
RO-A3,Fabricated metal products and machining SME,MAINT,TECH_40,50.939703338559326,51.75165955347886,64.52667724271245,52.217421183305916,54.59260946741474,54.85886532951414,54.3305765002725,4,18.325878756703382,5,INTEGRATED
RO-A3,Fabricated metal products and machining SME,SOCIAL,TECH_40,49.338513894494355,48.45473596455011,70.87534900706912,51.32140020159163,54.30364739509536,54.9974997669263,54.26227985385937,5,18.913949581993123,4,INTEGRATED
RO-A4,Industrial machinery and equipment manufacturer,CIRCULAR,NEUTRAL,54.06432534163012,47.50358801308226,63.82262393270943,50.98777323050591,53.767454422814644,54.09457762948193,54.09457762948193,6,22.58237467368947,6,INTEGRATED
RO-A4,Industrial machinery and equipment manufacturer,DIGITAL,NEUTRAL,49.95373114440791,50.137193383710596,63.89695378499143,61.33711827605441,55.97355211663207,56.33124914729109,56.33124914729109,2,42.44290044461142,3,INTEGRATED
RO-A4,Industrial machinery and equipment manufacturer,ENERGY,NEUTRAL,60.40488010843571,49.581315856816225,63.821031784991426,50.967555481705915,55.867845718169995,56.19369580798732,56.19369580798732,3,46.54403133678323,2,INTEGRATED
RO-A4,Industrial machinery and equipment manufacturer,INTEGRATED,NEUTRAL,62.935929579905256,53.66665610131177,69.66938146429686,59.46466398134587,61.16120421716051,61.434157781714944,61.434157781714944,1,89.49083024600296,1,INTEGRATED
RO-A4,Industrial machinery and equipment manufacturer,MAINT,NEUTRAL,50.907492257559326,51.66081215067591,64.50718780248835,51.897144063677345,54.47203815252279,54.743159068600235,54.743159068600235,5,23.200419748502714,5,INTEGRATED
RO-A4,Industrial machinery and equipment manufacturer,SOCIAL,NEUTRAL,49.300337798494354,48.34899494372824,70.85516119218377,50.97766435610591,54.168547749547415,54.87053957262807,54.87053957262807,4,24.56802172170974,4,INTEGRATED
RO-A4,Industrial machinery and equipment manufacturer,CIRCULAR,ENV_40,54.06432534163012,47.50358801308226,63.82262393270943,50.98777323050591,53.767454422814644,54.09457762948193,54.08852717191157,4,29.819280682372035,3,INTEGRATED
RO-A4,Industrial machinery and equipment manufacturer,DIGITAL,ENV_40,49.95373114440791,50.137193383710596,63.89695378499143,61.33711827605441,55.97355211663207,56.33124914729109,55.05574554671446,3,28.880293321585064,4,INTEGRATED
RO-A4,Industrial machinery and equipment manufacturer,ENERGY,ENV_40,60.40488010843571,49.581315856816225,63.821031784991426,50.967555481705915,55.867845718169995,56.19369580798732,57.035932668077,2,61.90911626285994,2,INTEGRATED
RO-A4,Industrial machinery and equipment manufacturer,INTEGRATED,ENV_40,62.935929579905256,53.66665610131177,69.66938146429686,59.46466398134587,61.16120421716051,61.434157781714944,61.73451214135301,1,93.33025748927778,1,INTEGRATED
RO-A4,Industrial machinery and equipment manufacturer,MAINT,ENV_40,50.907492257559326,51.66081215067591,64.50718780248835,51.897144063677345,54.47203815252279,54.743159068600235,53.97602570639205,5,17.63609821474146,5,INTEGRATED
RO-A4,Industrial machinery and equipment manufacturer,SOCIAL,ENV_40,49.300337798494354,48.34899494372824,70.85516119218377,50.97766435610591,54.168547749547415,54.87053957262807,53.75649921780133,6,16.548862536898298,6,INTEGRATED
RO-A4,Industrial machinery and equipment manufacturer,CIRCULAR,ECON_40,54.06432534163012,47.50358801308226,63.82262393270943,50.98777323050591,53.767454422814644,54.09457762948193,52.776379706202,6,19.1832528238044,6,INTEGRATED
RO-A4,Industrial machinery and equipment manufacturer,DIGITAL,ECON_40,49.95373114440791,50.137193383710596,63.89695378499143,61.33711827605441,55.97355211663207,56.33124914729109,55.09243799457499,2,42.49273228719763,3,INTEGRATED
RO-A4,Industrial machinery and equipment manufacturer,ENERGY,ECON_40,60.40488010843571,49.581315856816225,63.821031784991426,50.967555481705915,55.867845718169995,56.19369580798732,54.8712198177531,3,44.2078755209668,2,INTEGRATED
RO-A4,Industrial machinery and equipment manufacturer,INTEGRATED,ECON_40,62.935929579905256,53.66665610131177,69.66938146429686,59.46466398134587,61.16120421716051,61.434157781714944,59.88065744563431,1,91.01426992867735,1,INTEGRATED
RO-A4,Industrial machinery and equipment manufacturer,MAINT,ECON_40,50.907492257559326,51.66081215067591,64.50718780248835,51.897144063677345,54.47203815252279,54.743159068600235,54.126689685015364,4,35.62062160153069,4,INTEGRATED
RO-A4,Industrial machinery and equipment manufacturer,SOCIAL,ECON_40,49.300337798494354,48.34899494372824,70.85516119218377,50.97766435610591,54.168547749547415,54.87053957262807,53.56623064684811,5,22.781230853011103,5,INTEGRATED
RO-A4,Industrial machinery and equipment manufacturer,CIRCULAR,SOCIAL_40,54.06432534163012,47.50358801308226,63.82262393270943,50.98777323050591,53.767454422814644,54.09457762948193,56.04018689012744,6,19.878496437991814,6,INTEGRATED
RO-A4,Industrial machinery and equipment manufacturer,DIGITAL,SOCIAL_40,49.95373114440791,50.137193383710596,63.89695378499143,61.33711827605441,55.97355211663207,56.33124914729109,57.84439007483116,3,37.89482006160643,4,INTEGRATED
RO-A4,Industrial machinery and equipment manufacturer,ENERGY,SOCIAL_40,60.40488010843571,49.581315856816225,63.821031784991426,50.967555481705915,55.867845718169995,56.19369580798732,57.71916300338815,4,40.75541263792665,2,INTEGRATED
RO-A4,Industrial machinery and equipment manufacturer,INTEGRATED,SOCIAL_40,62.935929579905256,53.66665610131177,69.66938146429686,59.46466398134587,61.16120421716051,61.434157781714944,63.08120251823133,1,87.99183087008626,1,INTEGRATED
RO-A4,Industrial machinery and equipment manufacturer,MAINT,SOCIAL_40,50.907492257559326,51.66081215067591,64.50718780248835,51.897144063677345,54.47203815252279,54.743159068600235,56.695964815377856,5,21.2030821598281,5,INTEGRATED
RO-A4,Industrial machinery and equipment manufacturer,SOCIAL,SOCIAL_40,49.300337798494354,48.34899494372824,70.85516119218377,50.97766435610591,54.168547749547415,54.87053957262807,58.06746389653921,2,39.22398352285617,3,INTEGRATED
RO-A4,Industrial machinery and equipment manufacturer,CIRCULAR,TECH_40,54.06432534163012,47.50358801308226,63.82262393270943,50.98777323050591,53.767454422814644,54.09457762948193,53.47321674968673,6,16.365063196420216,6,INTEGRATED
RO-A4,Industrial machinery and equipment manufacturer,DIGITAL,TECH_40,49.95373114440791,50.137193383710596,63.89695378499143,61.33711827605441,55.97355211663207,56.33124914729109,57.33242297304376,2,58.90401492847498,2,INTEGRATED
RO-A4,Industrial machinery and equipment manufacturer,ENERGY,TECH_40,60.40488010843571,49.581315856816225,63.821031784991426,50.967555481705915,55.867845718169995,56.19369580798732,55.14846774273104,3,33.70972571612118,3,INTEGRATED
RO-A4,Industrial machinery and equipment manufacturer,INTEGRATED,TECH_40,62.935929579905256,53.66665610131177,69.66938146429686,59.46466398134587,61.16120421716051,61.434157781714944,61.040259021641134,1,85.722638833832,1,INTEGRATED
RO-A4,Industrial machinery and equipment manufacturer,MAINT,TECH_40,50.907492257559326,51.66081215067591,64.50718780248835,51.897144063677345,54.47203815252279,54.743159068600235,54.173956067615656,4,18.304209046861907,5,INTEGRATED
RO-A4,Industrial machinery and equipment manufacturer,SOCIAL,TECH_40,49.300337798494354,48.34899494372824,70.85516119218377,50.97766435610591,54.168547749547415,54.87053957262807,54.09196452932364,5,18.741263978391668,4,INTEGRATED
RO-A5,Food-processing company,CIRCULAR,NEUTRAL,54.140213966750125,47.59669094831649,63.8396533803949,51.574931099109996,53.970504315952695,54.28787234864288,54.28787234864288,6,23.036447477950535,6,INTEGRATED
RO-A5,Food-processing company,DIGITAL,NEUTRAL,50.02190274440791,50.19394880582385,63.9115305466529,61.77223840829931,56.11074460915888,56.474905126295994,56.474905126295994,2,42.318899474401135,3,INTEGRATED
RO-A5,Food-processing company,ENERGY,NEUTRAL,60.04801061207269,49.67483774218744,63.838392546652905,51.558920511909996,55.97643166222756,56.280040353205756,56.280040353205756,3,46.04414298832102,2,INTEGRATED
RO-A5,Food-processing company,INTEGRATED,NEUTRAL,62.678637817292326,53.712339052844214,69.6832593447156,59.90237337672138,61.22679484036055,61.49415239789338,61.49415239789338,1,89.37506431517093,1,INTEGRATED
